# Locations and occurence times of CCSN in this MW
# 
# CCSN rate = 1.63/century
# Observational period = 1e5 years
# 
# R [kpc]    z [kpc]       phi [rad]    l [rad]       b [rad]       Rs [kpc]      Birthday [yr]
12.4555525   +0.2788549    1.0973107    +0.6635277    +0.0154920    18.0006147    3.5420709e+04
2.4095052    +0.5970280    3.3555929    -0.0830744    +0.0965136    6.1955577     3.5422636e+04
1.3631942    +0.8613626    4.6142734    -0.1607527    +0.1012791    8.5193973     3.5520741e+04
3.9707885    -0.0625739    0.0825350    +0.0262724    -0.0050213    12.4617292    3.5523324e+04
0.1389804    -0.3498442    5.1153377    -0.0149442    -0.0408686    8.5626039     3.5723941e+04
11.1219293   -0.0485467    2.9495990    +2.4211556    -0.0150899    3.2172875     3.5760349e+04
3.1318942    -1.5111912    5.4369485    -0.2182138    -0.1386078    10.9376274    3.5785278e+04
9.0398006    -0.7542626    0.3194613    +0.1646887    -0.0435293    17.3331534    3.5798015e+04
6.6955345    -0.7815326    5.9706468    -0.1375620    -0.0520101    15.0333290    3.5878075e+04
2.5722213    +0.9295724    0.9570932    +0.2076411    +0.0908795    10.2427142    3.5890923e+04
4.2668064    +0.6582316    3.6453777    -0.4081440    +0.1261637    5.2311485     3.5909650e+04
3.6277944    +0.2431950    4.6627244    -0.4107309    +0.0267930    9.0779049     3.5925819e+04
3.6879380    +0.1546169    1.0991873    +0.3123034    +0.0144590    10.6938476    3.6052396e+04
10.0226258   +0.0679875    6.2660846    -0.0092532    +0.0036706    18.5220781    3.6083800e+04
11.3971451   -0.3117440    4.9738675    -0.7659616    -0.0196265    15.8848550    3.6117033e+04
10.3315398   -0.2004102    0.0666748    +0.0365810    -0.0106477    18.8222423    3.6235610e+04
0.3309070    -0.5653970    0.7584079    +0.0260332    -0.0645773    8.7614408     3.6258930e+04
3.9192823    +0.2161610    5.9502570    -0.1045713    +0.0176136    12.2730081    3.6447842e+04
4.6789597    -0.3261614    2.5056218    +0.5306796    -0.0593294    5.5006926     3.6462818e+04
2.3868411    -0.2479483    1.2916786    +0.2454996    -0.0262578    9.4439169     3.6494123e+04
1.8944422    +0.9138014    5.5134837    -0.1329160    +0.0915991    9.9900610     3.6545085e+04
13.6851019   +0.4872070    1.2339046    +0.7812399    +0.0265559    18.3486227    3.6548619e+04
2.3665676    +0.1879023    5.9862647    -0.0642432    +0.0174204    10.7868967    3.6550608e+04
4.9658491    -0.8647769    0.2646963    +0.0974230    -0.0646568    13.3841985    3.6551602e+04
0.0583386    +0.1482499    2.5040883    +0.0041076    +0.0175359    8.4544913     3.6713876e+04
4.2316665    +0.5935334    0.5120945    +0.1685044    +0.0479684    12.3781812    3.6890455e+04
18.9738768   -1.0004494    0.7268957    +0.5074431    -0.0385372    25.9670155    3.6895977e+04
2.3216797    -0.0795340    0.1086239    +0.0232836    -0.0073567    10.8112191    3.6903434e+04
6.0355134    -2.7555436    2.3856159    +0.7892545    -0.4413361    6.4510295     3.6970714e+04
4.8242899    -0.5553423    3.2130987    -0.0931860    -0.1488176    3.7455081     3.6987031e+04
3.5285328    -0.0179743    3.5477391    -0.2591380    -0.0033040    5.4401828     3.6998923e+04
8.4389096    -0.5347974    2.4875429    +1.2331396    -0.0979659    5.4677600     3.7019161e+04
9.3173328    -0.7280061    6.1015807    -0.0949791    -0.0410051    17.7590137    3.7099803e+04
0.3412639    -0.0490651    2.2511773    +0.0320066    -0.0059188    8.2897054     3.7245116e+04
4.1937819    +0.0220850    2.3859862    +0.4857250    +0.0035852    6.1600592     3.7294141e+04
0.8941093    +0.2352772    2.2929923    +0.0846252    +0.0296330    7.9408541     3.7298989e+04
4.0219695    -0.0527186    1.8588822    +0.4827697    -0.0063465    8.3067994     3.7390554e+04
8.7453845    -0.0413813    4.5438432    -0.8865242    -0.0037192    11.1262738    3.7542974e+04
5.3711962    +0.5175277    4.8344857    -0.5273629    +0.0488148    10.6060641    3.7615514e+04
4.9662431    +1.1567670    1.7671758    +0.5740986    +0.1282679    9.0431453     3.7617769e+04
5.1742245    -0.4822100    0.9564288    +0.3528072    -0.0393877    12.2458153    3.7627537e+04
4.1654525    -0.1471215    3.2563554    -0.1089197    -0.0335160    4.3904161     3.7665010e+04
1.7944942    +0.7191198    0.9777110    +0.1553244    +0.0746232    9.6456231     3.7670490e+04
1.5101501    +0.2336979    1.3336567    +0.1642796    +0.0260311    8.9786551     3.7736443e+04
11.2868424   +0.1555491    0.4890835    +0.2796727    +0.0080971    19.2106346    3.7747471e+04
0.9844521    +0.3765909    5.3260383    -0.0885348    +0.0413484    9.1103398     3.7751547e+04
4.2217089    +1.0630015    1.4295925    +0.4308107    +0.1058115    10.0649502    3.7840040e+04
2.9989395    +0.7220030    2.4429161    +0.3014549    +0.1106797    6.5366912     3.7847943e+04
0.1598472    -0.0409320    2.6931200    +0.0082943    -0.0048983    8.3563477     3.8017762e+04
9.8941944    -0.4547012    5.8187359    -0.2501477    -0.0253921    17.9090842    3.8062974e+04
2.5118540    +2.8058013    4.0445993    -0.2767197    +0.3706923    7.7452523     3.8100372e+04
4.7997171    -0.0155314    5.8324726    -0.1616600    -0.0011957    12.9897793    3.8107804e+04
12.7099970   +0.1368519    4.2953041    -1.2900241    +0.0113152    12.0947702    3.8144216e+04
7.8012888    +0.0052112    5.3001394    -0.4685808    +0.0003625    14.3752464    3.8326349e+04
2.5413414    +1.6136344    0.5457420    +0.1229769    +0.1489467    10.8737987    3.8340426e+04
0.9205649    +0.0497868    5.8717994    -0.0393766    +0.0053242    9.3511409     3.8421660e+04
1.9321730    +0.0679299    1.7558569    +0.2290928    +0.0081225    8.3632451     3.8449760e+04
3.6398003    +0.1825631    4.2191880    -0.4418895    +0.0243472    7.4990755     3.8487668e+04
7.7340872    +0.0777336    3.7794535    -1.1099467    +0.0151165    5.1424982     3.8498860e+04
3.5049235    +0.1726927    5.7818750    -0.1445209    +0.0147646    11.6968565    3.8547546e+04
1.8626393    -0.0001657    5.0029125    -0.1950391    -0.0000180    9.2081458     3.8560042e+04
13.2599317   +2.9285720    2.2685345    +1.5726979    +0.2806101    10.5746795    3.8739747e+04
7.6006547    +0.2285487    4.8114776    -0.6853169    +0.0191231    11.9521795    3.8824045e+04
1.4255726    -0.1464304    1.4723898    +0.1627452    -0.0167223    8.7569805     3.8842853e+04
0.2914913    +0.5211915    2.9247725    +0.0076328    +0.0633546    8.2320883     3.8873940e+04
1.2227664    -0.2168888    6.2446374    -0.0048471    -0.0223054    9.7243912     3.9169614e+04
1.4956028    +0.0243337    6.2095551    -0.0110111    +0.0024353    9.9921859     3.9180354e+04
1.7807780    +0.3838456    4.2984922    -0.2064767    +0.0482285    7.9619859     3.9402020e+04
8.5793640    -0.0293023    4.7534854    -0.7693096    -0.0023779    12.3226839    3.9418873e+04
4.5126832    +0.1391363    5.0798615    -0.3943057    +0.0126914    10.9633185    3.9454290e+04
2.0637023    +0.6594713    5.3718846    -0.1655009    +0.0665167    9.9216798     3.9482555e+04
0.2115884    +0.1272432    2.6128639    +0.0128319    +0.0152962    8.3189622     3.9486934e+04
6.8486179    -0.4612598    4.6225701    -0.7131300    -0.0442107    10.4366224    3.9500498e+04
8.9609972    +0.7335841    5.3193889    -0.4957060    +0.0473722    15.4913367    3.9681216e+04
2.9033017    +0.6859882    1.2289648    +0.2810972    +0.0694593    9.8840561     3.9700842e+04
4.8697897    -0.6449210    6.1668241    -0.0423667    -0.0482754    13.3644069    3.9770657e+04
5.4252391    -0.7721854    5.4471446    -0.3202515    -0.0603138    12.8105579    3.9822159e+04
1.5795303    -0.3659583    0.2369534    +0.0369307    -0.0364258    10.0489078    3.9843196e+04
2.3729086    +0.3239759    3.5732133    -0.1552012    +0.0504059    6.4300686     3.9875633e+04
3.3011880    -0.1151882    3.2510831    -0.0690138    -0.0220166    5.2323004     3.9899153e+04
2.9789521    -0.0204452    1.7221629    +0.3506703    -0.0023850    8.5725303     3.9907177e+04
11.1255478   +0.0537251    0.2820697    +0.1600266    +0.0027645    19.4342658    3.9944679e+04
4.1266730    +0.0077243    3.5978641    -0.3624082    +0.0015061    5.1286098     3.9967094e+04
2.8378221    +1.8391122    0.6498126    +0.1582450    +0.1672178    11.0497280    4.0012765e+04
0.4276041    +0.0833540    2.8692898    +0.0142179    +0.0103043    8.0893984     4.0073048e+04
3.2466502    -0.0831201    5.2336083    -0.2714387    -0.0079152    10.5014458    4.0087526e+04
2.3787847    +0.0100486    5.6534696    -0.1336103    +0.0009555    10.5162535    4.0112517e+04
3.3077326    -0.1968746    3.8211822    -0.3373244    -0.0313336    6.2842106     4.0122580e+04
1.5376297    -0.0868341    0.9362500    +0.1308229    -0.0091473    9.4930386     4.0170231e+04
3.1208077    +0.4722072    4.1930940    -0.3716569    +0.0632091    7.4755296     4.0176031e+04
0.7752909    -0.2690905    3.4678116    -0.0319831    -0.0346201    7.7742292     4.0190541e+04
2.8516875    -0.3361516    0.6509820    +0.1591146    -0.0308122    10.9114339    4.0235055e+04
18.5742583   -0.4204229    3.5128575    -2.4885662    -0.0378895    11.0986744    4.0284817e+04
8.2231421    -0.1965767    4.0245009    -1.0943230    -0.0274885    7.1521250     4.0287129e+04
2.0060497    -0.2917550    5.6452959    -0.1175973    -0.0286465    10.1860702    4.0322718e+04
3.2593098    -0.8356622    3.2679024    -0.0778027    -0.1568903    5.3483244     4.0408544e+04
1.5918175    +0.2482410    0.0398276    +0.0062812    +0.0245959    10.0938072    4.0415251e+04
2.8382448    +1.6024878    5.6047528    -0.1648081    +0.1465435    10.9744758    4.0415400e+04
3.8576900    +0.1067303    1.3399249    +0.3807121    +0.0105603    10.1069151    4.0415670e+04
3.0461232    +0.2975354    3.8368979    -0.3067384    +0.0460066    6.4695094     4.0419969e+04
2.1590372    -0.4403083    5.7410271    -0.1072291    -0.0422747    10.4185190    4.0479140e+04
7.7442102    -0.0646161    2.1714384    +0.9976750    -0.0084977    7.6040217     4.0479164e+04
5.8371307    +0.2260670    2.3637139    +0.7563371    +0.0378552    5.9733161     4.0646502e+04
8.1886436    -0.1844785    5.5753828    -0.3470085    -0.0117836    15.6558709    4.0657090e+04
0.3860726    -0.2980758    0.2938486    +0.0126067    -0.0335914    8.8752358     4.0680501e+04
3.8380958    +0.4351828    4.1414336    -0.4656922    +0.0604391    7.2047336     4.0692205e+04
1.5637978    -0.2545678    0.6558175    +0.0976022    -0.0260077    9.7892725     4.0717001e+04
5.5521655    -0.0652197    5.9643144    -0.1257159    -0.0046982    13.8819872    4.0803444e+04
3.0188280    -0.3271760    6.1546557    -0.0336521    -0.0284413    11.5050913    4.0828861e+04
4.1477810    -0.1164283    3.5308085    -0.3255641    -0.0236554    4.9223162     4.0843410e+04
0.9973037    -0.3606718    6.1988678    -0.0088467    -0.0379707    9.5009805     4.1015594e+04
6.8501037    +0.0230372    6.0580676    -0.1004098    +0.0015102    15.2541104    4.1078994e+04
1.5426147    -0.2641897    5.2372172    -0.1429841    -0.0281922    9.3722779     4.1117849e+04
1.1671144    +0.0849808    6.0348171    -0.0297798    +0.0088193    9.6359483     4.1147246e+04
1.5515420    +0.3365067    0.1311038    +0.0202031    +0.0335031    10.0459135    4.1150548e+04
17.4203345   +0.4682702    6.2029094    -0.0539578    +0.0180766    25.9061636    4.1152394e+04
6.5582082    -0.0009924    4.1014826    -0.8480125    -0.0001385    7.1629999     4.1210165e+04
2.4235659    +0.1587261    0.2026573    +0.0448292    +0.0145812    10.8860609    4.1258692e+04
2.3035166    +0.5736076    2.8505304    +0.1046538    +0.0903990    6.3539366     4.1280313e+04
0.9229748    +0.0513208    4.8385644    -0.1058726    +0.0059229    8.6648158     4.1285019e+04
6.3508477    -0.4796832    3.1046481    +0.1085007    -0.2179210    2.2186986     4.1295052e+04
2.0593314    -0.1199575    1.0859896    +0.1902784    -0.0124514    9.6343431     4.1350757e+04
1.0583487    -0.0560358    5.6683544    -0.0650982    -0.0059711    9.3845792     4.1363066e+04
12.8650429   -0.0118088    4.1404060    -1.4297313    -0.0010808    10.9258386    4.1384426e+04
3.2363231    -0.8308357    2.8795839    +0.1547368    -0.1515803    5.5022033     4.1431856e+04
5.4996956    +0.6332102    5.6999517    -0.2273743    +0.0470918    13.4512619    4.1489246e+04
5.9039000    -0.9508949    4.7592210    -0.5916617    -0.0896883    10.6164434    4.1489905e+04
6.3292999    +0.3300789    3.7390878    -0.8283461    +0.0681973    4.8438150     4.1499984e+04
2.6259367    +0.5169562    1.8123755    +0.3132382    +0.0623954    8.2905404     4.1539735e+04
1.0450997    +0.4060896    1.3216086    +0.1151371    +0.0460297    8.8254580     4.1572266e+04
3.7072323    -0.3843421    5.8719637    -0.1239096    -0.0320440    11.9962585    4.1590532e+04
6.8784617    +0.0961370    5.7662447    -0.2306003    +0.0064636    14.8737083    4.1859851e+04
6.4264183    -1.1205949    4.4866489    -0.7255657    -0.1181658    9.5053460     4.1874839e+04
6.3542625    -0.1278816    0.3896829    +0.1663422    -0.0087713    14.5796768    4.1875482e+04
1.2938722    +0.1256725    0.9922668    +0.1171178    +0.0135546    9.2718429     4.1879116e+04
2.7620630    +0.8499591    4.3645125    -0.3309079    +0.1059531    8.0370600     4.1959985e+04
7.3026235    +2.6677449    0.3082377    +0.1423484    +0.1691964    15.8426260    4.2046249e+04
1.1994259    +0.7201266    2.2947540    +0.1160926    +0.0925612    7.7911250     4.2060710e+04
2.7524864    +0.2164526    2.1864187    +0.3143950    +0.0297780    7.2699419     4.2091516e+04
1.7819783    -0.7231855    0.1982672    +0.0342401    -0.0704169    10.2785507    4.2095305e+04
3.7351015    +0.0543640    3.1910250    -0.0386768    +0.0113893    4.7733402     4.2099731e+04
5.2114017    -0.0092804    4.2717998    -0.6440723    -0.0011822    7.8502208     4.2197007e+04
4.8700172    +0.1168957    3.8342492    -0.5794666    +0.0205795    5.6806049     4.2208845e+04
2.6340145    -0.0295353    3.5155821    -0.1577847    -0.0048227    6.1242021     4.2250331e+04
7.8926238    -0.0291383    5.4199020    -0.4145769    -0.0019567    14.8912917    4.2400029e+04
1.1217832    -0.3916662    5.9054826    -0.0433251    -0.0409820    9.5597035     4.2407178e+04
7.1299245    +0.9503997    4.3549756    -0.8384640    +0.1054165    9.0323827     4.2433501e+04
3.0750737    -0.0234713    5.6884617    -0.1547134    -0.0020993    11.1806631    4.2449303e+04
4.6731701    -0.0654041    1.4179811    +0.4647789    -0.0063471    10.3046513    4.2470165e+04
3.2776108    +0.6160387    2.4762430    +0.3292623    +0.0981294    6.2879046     4.2566592e+04
6.0736015    -1.3211003    1.7319743    +0.6726826    -0.1364571    9.7115436     4.2597276e+04
3.0401096    -0.0878518    3.9752428    -0.3354448    -0.0128476    6.8381714     4.2621157e+04
6.4098350    +0.0121654    1.0821382    +0.4570314    +0.0009485    12.8253598    4.2673549e+04
4.2932611    +0.7405898    3.9913507    -0.5174403    +0.1131168    6.5611082     4.2794898e+04
0.9192770    -0.3477551    0.2691840    +0.0260406    -0.0370202    9.3957933     4.2836520e+04
0.9700648    -0.3128605    0.8321188    +0.0781986    -0.0340630    9.1865414     4.2841577e+04
10.9420362   +0.2624310    2.3662371    +1.4815325    +0.0341143    7.6941900     4.2857530e+04
0.6436856    -0.0760311    4.3574220    -0.0727972    -0.0091620    8.2986076     4.2865195e+04
0.7486348    -0.4447739    1.1559661    +0.0776848    -0.0503376    8.8395483     4.2874874e+04
5.1173599    +0.8457377    2.6506813    +0.5441525    +0.1795327    4.7361735     4.2883987e+04
2.3613160    -0.5798152    1.1799608    +0.2282247    -0.0600136    9.6671960     4.3069477e+04
0.1836986    -0.0688972    2.0913581    +0.0189504    -0.0081920    8.4104265     4.3135715e+04
4.0997003    -0.0977746    1.9460861    +0.4990895    -0.0122681    7.9700051     4.3165126e+04
5.9893324    -0.1154617    6.1071592    -0.0727241    -0.0079986    14.4353981    4.3437223e+04
2.0611987    -0.4525162    1.0088100    +0.1797556    -0.0463524    9.7660232     4.3567636e+04
0.3284589    +0.2549060    0.3803664    +0.0138485    +0.0289393    8.8095166     4.3579913e+04
9.1453095    -0.0013287    1.0364426    +0.5390713    -0.0000867    15.3318411    4.3590810e+04
14.0750396   -0.4379585    0.5802954    +0.3637490    -0.0201888    21.6945839    4.3624892e+04
2.5567264    +0.0734667    4.6532734    -0.2966766    +0.0084149    8.7306543     4.3682958e+04
5.7138300    -0.0543051    6.0398207    -0.0977165    -0.0038479    14.1128878    4.3762788e+04
2.4282630    +0.3319792    1.1647910    +0.2316122    +0.0341461    9.7242011     4.3801589e+04
7.4480786    -0.7329354    3.2805920    -0.7428347    -0.4478405    1.6926133     4.3869460e+04
0.6790419    +0.1821912    5.4849143    -0.0541369    +0.0202697    8.9889476     4.4030430e+04
7.4665956    +2.1699274    3.5862164    -1.0696216    +0.5349423    4.2565004     4.4074090e+04
0.8517285    -0.3593526    1.0822006    +0.0843040    -0.0402126    8.9387360     4.4162036e+04
4.5915281    -2.0831584    5.7396347    -0.1887695    -0.1631536    12.8248998    4.4166407e+04
1.3692841    -0.3476442    0.3137875    +0.0430900    -0.0354174    9.8176881     4.4173273e+04
5.3123367    +0.0725545    2.7385937    +0.5230341    +0.0173939    4.1714819     4.4225723e+04
5.2687449    -0.9374921    1.4197639    +0.5108846    -0.0877766    10.6941557    4.4380194e+04
7.7097735    +0.0062854    0.8395481    +0.3980203    +0.0004245    14.8059624    4.4413576e+04
5.0541024    -0.9395353    2.4625861    +0.6073734    -0.1673523    5.6404073     4.4452500e+04
13.3652762   -0.3184270    4.5693496    -1.1083371    -0.0215390    14.7848835    4.4504024e+04
10.4084636   -3.2831759    3.3668004    -2.1868771    -0.8562763    4.3462295     4.4537379e+04
10.5736682   -0.1395411    1.3691688    +0.7730967    -0.0094065    14.8347528    4.4594176e+04
3.3683417    +0.0575482    5.4982218    -0.2153688    +0.0051658    11.1403252    4.4622058e+04
0.4806374    +0.2541933    1.9502925    +0.0535948    +0.0304916    8.3377887     4.4639476e+04
1.7676261    -0.0373537    4.0532745    -0.1862065    -0.0049488    7.5480449     4.4683026e+04
0.9383392    -0.2131140    1.3884006    +0.1060314    -0.0244371    8.7217731     4.4694634e+04
6.6840185    -1.2943528    0.5218156    +0.2289867    -0.0879580    14.7345719    4.4802183e+04
5.8627469    -0.3459701    0.6593207    +0.2669189    -0.0254034    13.6205326    4.4811500e+04
3.4403507    -0.5140510    0.7199206    +0.2018129    -0.0453944    11.3279921    4.4899090e+04
1.4075447    -0.5357361    3.7464998    -0.1085914    -0.0724099    7.4051258     4.4916399e+04
15.1284132   -1.7618823    2.2090409    +1.6130176    -0.1438773    12.2880811    4.4965013e+04
3.5617881    -0.4961111    4.8305530    -0.3775060    -0.0516562    9.6083661     4.5043916e+04
6.0731094    +0.3215267    6.0998766    -0.0763493    +0.0221498    14.5172023    4.5166126e+04
15.7339030   -2.3246243    3.7391386    -2.0417774    -0.2298778    10.2020513    4.5227075e+04
7.2234078    -0.1150630    1.8770905    +0.8281657    -0.0123071    9.3495411     4.5239008e+04
2.6209732    -0.1615893    5.2757432    -0.2202110    -0.0159272    10.1459315    4.5248892e+04
4.2050547    +0.0290628    2.6262300    +0.4044897    +0.0055188    5.2661579     4.5251640e+04
7.9322165    +0.5993804    0.2926832    +0.1412487    +0.0368529    16.2678318    4.5270282e+04
2.8066122    +1.1706741    3.6498315    -0.2220977    +0.1866085    6.3099803     4.5285448e+04
9.8842965    +0.3698577    4.0779095    -1.2504641    +0.0440689    8.3954223     4.5289556e+04
1.8143252    -0.6153036    1.8469427    +0.2146926    -0.0749565    8.2165007     4.5310172e+04
3.9830072    -1.7851656    5.3037878    -0.2991710    -0.1577977    11.3600905    4.5376973e+04
3.7120704    -0.3815377    4.5859903    -0.4298756    -0.0431533    8.8441983     4.5438329e+04
4.5890211    -0.3595635    2.5299731    +0.5071075    -0.0661738    5.4375886     4.5471489e+04
2.5699700    +0.4561163    1.0796490    +0.2292343    +0.0457034    9.9834066     4.5476979e+04
2.3325013    -0.0606345    6.2501794    -0.0071064    -0.0055979    10.8316741    4.5540876e+04
2.2452858    -0.6464119    4.7445254    -0.2560467    -0.0728210    8.8845703     4.5754395e+04
2.5137437    +0.2371310    0.0824309    +0.0188049    +0.0215400    11.0097084    4.5898010e+04
2.3390350    -1.7915682    1.0225000    +0.2025670    -0.1786394    10.0825067    4.5954157e+04
4.1999398    -0.3008729    1.3605579    +0.4128798    -0.0293831    10.2411178    4.6038746e+04
2.2145615    +0.0039552    5.1232586    -0.2130573    +0.0004119    9.6016135     4.6107603e+04
5.1002610    -0.1883343    1.0383513    +0.3772824    -0.0157879    11.9294969    4.6155865e+04
4.1834128    -0.1501236    2.1200573    +0.5142296    -0.0206918    7.2557439     4.6207869e+04
1.1523363    -0.3375222    3.7852630    -0.0910036    -0.0443249    7.6172184     4.6249563e+04
0.8526287    -0.1680690    4.4303996    -0.0987913    -0.0202386    8.3049280     4.6498553e+04
4.0380160    +0.0600357    5.2668608    -0.3124934    +0.0053762    11.1669625    4.6535334e+04
2.1598445    -0.6606050    5.6289075    -0.1279901    -0.0640608    10.3192100    4.6820195e+04
2.4169230    -0.2396870    2.8291013    +0.1192731    -0.0383649    6.2490901     4.6843876e+04
3.1298107    +1.8823137    4.7383833    -0.3496212    +0.2032342    9.3258640     4.6866326e+04
16.5244112   -0.3437124    0.2350515    +0.1553684    -0.0138197    24.8719680    4.6947734e+04
2.5650398    +0.4493794    5.9422145    -0.0784068    +0.0410124    10.9602321    4.7008114e+04
0.0963030    +0.0112439    3.2980621    -0.0017855    +0.0013378    8.4048944     4.7070265e+04
2.0750189    -0.6119830    0.1894819    +0.0370711    -0.0579697    10.5628684    4.7100149e+04
2.8867412    +0.3044706    5.5437451    -0.1809507    +0.0281599    10.8136278    4.7112666e+04
6.7893350    +0.2665106    5.7303957    -0.2446684    +0.0181077    14.7188549    4.7170987e+04
9.5772499    +0.9359651    2.2260262    +1.2333795    +0.1157826    8.1019053     4.7194320e+04
15.4077022   +0.0649411    1.5555748    +1.0550262    +0.0036670    17.7098376    4.7353345e+04
1.4266246    -0.5127492    2.7950110    +0.0675958    -0.0713461    7.1928873     4.7370034e+04
1.0279229    +0.1201350    3.7092870    -0.0722806    +0.0156959    7.6542405     4.7381205e+04
5.0409467    +1.7016257    3.5664858    -0.4887837    +0.3670786    4.7413541     4.7466061e+04
10.0707525   -0.2470430    1.2781791    +0.7018624    -0.0165397    14.9370714    4.7488406e+04
0.2674624    +0.2607881    1.7184856    +0.0312582    +0.0307989    8.4687935     4.7556179e+04
1.7064895    +0.0335455    3.7509731    -0.1366961    +0.0046802    7.1676138     4.7596073e+04
3.6219282    -0.0200716    0.9820355    +0.2790782    -0.0018356    10.9344426    4.7607558e+04
3.1942944    -0.0102379    0.4787278    +0.1290908    -0.0008957    11.4303094    4.7609411e+04
1.9627806    -0.2201165    5.0450657    -0.2002305    -0.0235947    9.3299437     4.7634990e+04
3.1918963    -0.3926534    5.7331143    -0.1476171    -0.0345982    11.3512225    4.7673340e+04
4.6385422    -0.4747807    0.7385031    +0.2559971    -0.0384810    12.3411149    4.7732991e+04
3.0173343    +0.0601134    5.1887199    -0.2649285    +0.0058699    10.2409785    4.7737654e+04
0.5276512    +0.0559144    0.4409249    +0.0250793    +0.0062265    8.9801832     4.7759537e+04
8.4471813    +0.2771371    4.0045392    -1.1325537    +0.0390816    7.0930510     4.7802154e+04
7.2243919    +0.0299239    2.3742726    +0.9888112    +0.0049843    6.0036630     4.7815862e+04
5.5375498    +0.3821483    1.9110420    +0.6653660    +0.0451635    8.4643234     4.7899636e+04
6.6690973    -0.5262275    2.4674344    +0.9020318    -0.0988505    5.3321469     4.7913043e+04
0.3241784    -0.1815540    2.1049499    +0.0334634    -0.0217666    8.3416016     4.7930665e+04
10.3277044   +0.0374144    5.1994081    -0.6002615    +0.0023155    16.1579386    4.8018411e+04
4.0931270    +0.1825585    0.3993537    +0.1289757    +0.0147525    12.3751708    4.8028774e+04
2.3541361    +0.1099004    0.9739735    +0.1956871    +0.0109740    10.0147964    4.8071607e+04
2.3723941    -1.4103534    2.2247441    +0.2607512    -0.1907533    7.4386288     4.8101088e+04
5.6893401    -0.2600617    3.7110615    -0.6910960    -0.0539827    4.8198418     4.8127134e+04
4.7194847    +1.4321556    1.1922840    +0.4044892    +0.1278215    11.2349071    4.8149129e+04
1.7550675    +0.2183604    4.8680940    -0.1951367    +0.0244151    8.9445421     4.8215797e+04
3.3246124    +0.3647440    0.0168657    +0.0047419    +0.0308373    11.8298968    4.8261781e+04
13.7384190   +0.6926571    2.8736904    +2.4880027    +0.1152961    6.0209670     4.8286395e+04
1.5582266    -0.0292227    4.0952036    -0.1657102    -0.0037933    7.7037738     4.8323587e+04
5.5713977    +0.2407671    4.1253926    -0.7084174    +0.0337570    7.1337246     4.8343631e+04
12.8297324   +0.0462496    1.7805975    +1.1359973    +0.0033427    13.8358359    4.8405225e+04
8.6556727    -0.0529122    4.9591243    -0.6691024    -0.0039102    13.5319046    4.8477447e+04
5.3925591    +1.1457431    5.4032783    -0.3350501    +0.0904038    12.6908970    4.8478386e+04
2.9482606    +0.0799990    6.1290056    -0.0396490    +0.0070037    11.4225450    4.8497338e+04
3.8310545    +0.3075857    1.3418382    +0.3789665    +0.0304897    10.0897579    4.8645689e+04
5.3224608    +0.0185791    0.3070459    +0.1179658    +0.0013593    13.6685400    4.8777556e+04
1.5999932    +0.2473351    1.7128482    +0.1891516    +0.0293533    8.4273567     4.8782597e+04
8.8477446    +2.5556778    2.0759673    +1.0719632    +0.2821259    9.1799394     4.8854861e+04
2.9962381    -0.1495099    2.3388918    +0.3239311    -0.0220792    6.7720843     4.8891530e+04
1.5555796    +0.7513587    1.4413202    +0.1754651    +0.0848247    8.8684150     4.8917162e+04
2.5139331    +1.6604395    1.5628339    +0.2869118    +0.1847880    9.0369910     4.8921603e+04
4.8212841    -0.2952524    0.3966235    +0.1428748    -0.0225685    13.0836210    4.8941591e+04
0.1419022    +0.0109203    4.2177603    -0.0148098    +0.0012949    8.4335702     4.8955266e+04
12.4709285   -0.0954416    2.1583396    +1.4190622    -0.0090892    10.5006935    4.9193577e+04
0.7032911    +0.1927072    0.7682530    +0.0542125    +0.0213635    9.0210634     4.9205359e+04
4.4851056    -0.0205526    1.8974165    +0.5416056    -0.0024941    8.2403451     4.9232645e+04
5.6687245    -0.1610620    5.3020764    -0.3842299    -0.0128137    12.5698417    4.9389864e+04
3.2722339    -0.4480775    5.5254074    -0.2038995    -0.0403203    11.1159572    4.9457657e+04
0.4848683    +0.1993934    1.3767346    +0.0553071    +0.0231632    8.6089743     4.9465345e+04
4.1702593    +0.2373774    5.5785535    -0.2273339    +0.0198028    11.9878406    4.9480271e+04
0.5505487    +0.3878707    2.9643056    +0.0122002    +0.0486971    7.9681190     4.9622392e+04
0.3826056    -0.1376263    0.6980854    +0.0279602    -0.0156442    8.7976191     4.9625538e+04
3.1701099    -0.0929690    3.2782426    -0.0804034    -0.0172890    5.3776162     4.9636500e+04
6.3398163    +0.4257285    3.6692605    -0.8127008    +0.0965410    4.4166784     4.9660700e+04
4.3559801    -0.7340216    0.8480171    +0.2795209    -0.0619110    11.8636595    4.9706635e+04
3.4907205    -1.1911824    2.7039484    +0.2703448    -0.2118100    5.6660967     4.9707204e+04
2.7282513    -1.4699765    6.0699418    -0.0516609    -0.1307169    11.2775852    4.9736059e+04
4.7226181    -1.8964624    5.4791027    -0.2811637    -0.1534984    12.4035824    4.9948047e+04
0.8276874    +0.3645408    1.7785682    +0.0969291    +0.0435333    8.3764821     4.9965617e+04
0.7486889    +0.1729564    4.2551103    -0.0820445    +0.0210968    8.1988452     5.0224549e+04
12.5467978   -0.2362512    0.1119337    +0.0667387    -0.0112415    21.0163913    5.0288402e+04
