# Locations and occurence times of CCSN in this MW
# 
# CCSN rate = 1.63/century
# Observational period = 1e5 years
# 
# R [kpc]    z [kpc]       phi [rad]    l [rad]       b [rad]       Rs [kpc]      Birthday [yr]
3.6462898    -0.0121004    5.2837519    -0.2849241    -0.0011089    10.9117737    5.0313269e+04
5.2183920    -0.0308696    0.1175861    +0.0447137    -0.0022539    13.6960814    5.0469177e+04
4.1725662    +0.0693821    1.8812456    +0.5027547    +0.0084142    8.2459604     5.0469450e+04
10.4616469   -0.0398462    0.6603202    +0.3655991    -0.0022200    17.9488513    5.0611628e+04
8.1561527    +0.5347515    0.5231645    +0.2560556    +0.0332232    16.0986733    5.0713055e+04
0.9738998    +0.0543815    3.6807687    -0.0651492    +0.0070803    7.6807519     5.0799981e+04
5.1533229    -0.9589513    5.2936932    -0.3632677    -0.0789520    12.1586310    5.0904911e+04
3.8948791    -0.2226751    3.2509653    -0.0915987    -0.0478724    4.6532097     5.0985195e+04
3.4926819    -0.5599008    3.5231728    -0.2424715    -0.1029946    5.4458399     5.1081635e+04
4.0939503    -1.3031401    6.1799286    -0.0335519    -0.1032264    12.6465437    5.1086478e+04
2.1938408    +0.0392351    5.4808281    -0.1560674    +0.0038662    10.1481634    5.1100704e+04
18.2627087   +1.2657794    5.7187801    -0.3875776    +0.0489320    25.8784397    5.1125392e+04
2.3202128    -0.9238841    3.6298397    -0.1671410    -0.1402945    6.6069707     5.1141526e+04
2.1992301    -0.0849174    0.5838623    +0.1167705    -0.0081604    10.4061142    5.1223627e+04
0.4858567    -0.0052349    2.2265241    +0.0469065    -0.0006374    8.2127906     5.1267554e+04
4.8088162    -0.0366885    5.1450628    -0.3934833    -0.0032221    11.3865606    5.1344073e+04
0.8909411    +0.0052970    5.4709415    -0.0708441    +0.0005798    9.1357706     5.1393972e+04
3.2626488    +0.1492870    0.8856655    +0.2347306    +0.0137426    10.8634254    5.1713654e+04
9.0071110    -1.6507274    1.9935234    +1.0415239    -0.1717537    9.6584295     5.1849681e+04
3.5287078    -1.2163135    0.9226213    +0.2586928    -0.1101634    11.0633596    5.1850033e+04
3.0899282    -0.0592306    5.1350011    -0.2808929    -0.0058264    10.1659007    5.1864765e+04
7.3018281    -0.4083230    2.5819377    +1.0329883    -0.0902180    4.5321065     5.1874855e+04
6.3658075    -0.0712166    0.0831138    +0.0355875    -0.0047947    14.8534082    5.1888389e+04
4.2404049    +2.6738210    2.8981195    +0.2290519    +0.5359115    5.2363691     5.1928730e+04
3.3356268    +0.1333985    1.0130958    +0.2690205    +0.0125270    10.6491741    5.1954648e+04
4.1941524    -0.0327788    0.1391331    +0.0459359    -0.0025877    12.6670270    5.1990495e+04
0.6268943    -0.4059643    4.2102031    -0.0669256    -0.0493674    8.2266662     5.2091638e+04
8.5935876    -0.1216048    1.5379861    +0.7742912    -0.0098993    12.2844195    5.2121111e+04
1.9031903    +0.4439070    1.4910371    +0.2158645    +0.0500763    8.8683144     5.2125607e+04
2.9282036    +1.0352857    1.4258345    +0.3139803    +0.1099076    9.4385945     5.2182129e+04
6.0043465    -0.6413813    4.7698356    -0.5956302    -0.0599561    10.7039301    5.2327721e+04
7.9619098    +0.1370937    2.2245046    +1.0461321    +0.0187708    7.3039936     5.2341832e+04
2.9370488    -0.1463018    5.0611732    -0.2826570    -0.0147822    9.8975478     5.2365728e+04
7.9635975    -0.0341624    0.7388838    +0.3568265    -0.0022250    15.3540422    5.2427129e+04
5.3695980    -0.3952854    4.6127758    -0.5908055    -0.0411870    9.6000445     5.2541551e+04
3.0955559    +1.7182129    3.9801700    -0.3437845    +0.2464468    7.0430210     5.2607922e+04
3.2030223    -0.0861266    6.0181446    -0.0722589    -0.0074108    11.6218246    5.2666195e+04
4.7644405    +2.0718193    4.1150022    -0.5950146    +0.2866790    7.3269147     5.2682701e+04
2.7037694    -0.3569149    0.7266497    +0.1691073    -0.0334283    10.6790222    5.2975305e+04
2.9736705    +0.7934900    5.4819339    -0.1993918    +0.0734565    10.8118975    5.2981834e+04
6.8274723    -0.5807157    1.5050582    +0.6507103    -0.0515884    11.2617114    5.3139028e+04
13.0779867   +0.0981947    0.7717833    +0.4718714    +0.0048937    20.0655716    5.3176207e+04
1.1757936    -0.1827949    0.6710646    +0.0774527    -0.0193427    9.4509308     5.3312866e+04
4.9210846    -1.5339714    3.9901100    -0.6132303    -0.2346917    6.5965034     5.3337714e+04
2.7060809    -0.3428529    2.2770263    +0.2963027    -0.0485857    7.0594339     5.3378350e+04
3.5695076    -0.1536889    4.9464719    -0.3563414    -0.0154399    9.9544044     5.3399288e+04
1.3727705    +0.3863257    3.8894767    -0.1239488    +0.0511141    7.5613907     5.3440583e+04
6.4530161    +0.2595584    0.3158555    +0.1361302    +0.0175710    14.7727196    5.3455794e+04
6.2291259    -0.3782749    2.9368045    +0.4854720    -0.1384512    2.7409372     5.3467964e+04
2.6236731    +0.0051911    2.9481439    +0.0849200    +0.0008729    5.9466974     5.3487953e+04
3.7944819    -0.1640487    1.7091907    +0.4403081    -0.0186026    8.8190805     5.3631459e+04
7.8986764    +0.1181290    3.5781082    -1.1886891    +0.0328110    3.6009309     5.3631802e+04
11.1031239   +0.2360489    3.2484380    -2.7053480    +0.0840370    2.8121777     5.3635440e+04
3.5920146    +1.2813893    2.5480497    +0.3489138    +0.2146949    6.0145195     5.3669450e+04
7.4980835    +0.0842622    0.2876737    +0.1347664    +0.0053217    15.8337517    5.3674453e+04
2.7940486    -0.1384900    4.6166782    -0.3257823    -0.0159352    8.6911838     5.3738253e+04
8.1278376    +0.0981806    3.1250556    +0.3456174    +0.2425981    0.4087020     5.3748570e+04
8.9315617    -1.4840891    2.0459190    +1.0635145    -0.1618985    9.2069570     5.3760131e+04
5.7172023    -0.0122405    6.0703832    -0.0854988    -0.0008657    14.1398945    5.3868846e+04
2.5818181    +0.0755222    0.7719592    +0.1722775    +0.0071887    10.5057754    5.3910975e+04
6.0435624    -0.0420736    0.0385958    +0.0160381    -0.0028935    14.5409925    5.3911523e+04
0.2872725    -6.0640267    2.1918318    +0.0280301    -0.6289058    10.3084077    5.3926563e+04
0.1620001    -0.0353998    3.5226081    -0.0072148    -0.0042396    8.3499097     5.3972973e+04
1.7356980    -0.2334024    4.2744430    -0.1997606    -0.0294561    7.9248878     5.3973450e+04
0.9441938    -0.0093828    0.6833768    +0.0644866    -0.0010142    9.2514046     5.4010032e+04
2.9905193    -0.5794340    1.5788325    +0.3391777    -0.0643782    9.0066865     5.4018937e+04
9.5455719    -3.0032142    2.8135070    +1.7434553    -0.7659585    4.3322165     5.4091495e+04
6.3802162    +0.5395344    3.8795067    -0.8488456    +0.0940611    5.7444634     5.4194364e+04
5.7523514    -3.1027780    6.2641834    -0.0076692    -0.2143672    14.5855784    5.4233341e+04
8.5252239    -0.5651291    2.7462659    +1.3805303    -0.1674415    3.3909071     5.4411287e+04
7.5105900    -0.9786766    1.5398278    +0.7100729    -0.0847822    11.5572575    5.4425860e+04
1.2914668    -0.8139264    5.7838545    -0.0641032    -0.0841142    9.6878621     5.4458614e+04
3.4811911    -0.0858757    5.4662432    -0.2291173    -0.0076846    11.1750710    5.4498359e+04
0.2562267    -0.0846894    5.0467627    -0.0281884    -0.0098616    8.5879170     5.4510177e+04
2.2079017    +0.4966319    6.0558429    -0.0466878    +0.0465429    10.6742681    5.4621960e+04
7.7494484    +0.2075654    1.5892819    +0.7476245    +0.0182119    11.3978887    5.4781501e+04
5.7191277    -0.2652412    4.1240039    -0.7290875    -0.0371253    7.1461191     5.4824197e+04
2.4215581    -2.2739090    6.1222826    -0.0356090    -0.2057174    11.1319068    5.4863884e+04
7.2928601    +0.0415642    5.4517214    -0.3820012    +0.0028752    14.4559221    5.4898087e+04
4.8127336    +0.0842890    2.8631346    +0.3291709    +0.0205937    4.0932351     5.4907498e+04
14.8908248   -0.2237400    4.1017116    -1.5739715    -0.0183380    12.2015664    5.4935653e+04
1.4126694    +0.8074396    4.5820665    -0.1668587    +0.0954504    8.4721132     5.4957585e+04
3.4563622    +1.3860180    5.3152803    -0.2657464    +0.1271670    10.9286281    5.4959423e+04
5.1619811    +1.5222064    0.6098172    +0.2281637    +0.1159408    13.1586275    5.4979323e+04
10.3623993   -0.1158939    1.0968794    +0.6086905    -0.0071870    16.1256981    5.4984986e+04
1.2920942    -0.3222913    3.0582730    +0.0149083    -0.0446511    7.2203863     5.4989582e+04
10.6255840   -0.3039229    1.0164056    +0.5700281    -0.0181530    16.7432440    5.4998448e+04
4.0075621    +0.0887826    0.0313748    +0.0100524    +0.0070990    12.5065368    5.5020667e+04
2.9590280    +0.3414682    4.6198709    -0.3439176    +0.0390572    8.7450044     5.5059317e+04
0.3358793    -0.0836843    3.8454672    -0.0263615    -0.0101471    8.2472355     5.5107616e+04
5.9824193    -0.7573172    2.6459312    +0.7210079    -0.1739296    4.3761895     5.5198538e+04
0.6455206    +0.9670417    3.3590642    -0.0176962    +0.1222500    7.9301005     5.5326836e+04
1.0027279    +0.3154395    3.0185043    +0.0164029    +0.0420010    7.5124936     5.5402641e+04
2.9819847    -0.4224139    1.0953514    +0.2625505    -0.0413287    10.2237429    5.5409496e+04
0.9300474    -0.5521566    1.5563953    +0.1088025    -0.0643848    8.5818150     5.5541969e+04
2.2169532    -0.1723846    2.1410449    +0.2501729    -0.0228652    7.5398241     5.5640217e+04
11.1355938   +0.0455191    3.0529473    +2.7781372    +0.0164135    2.7733948     5.5671816e+04
7.7314087    -0.2312305    5.9128411    -0.1763024    -0.0144921    15.9562291    5.5695968e+04
2.0012987    -0.1932315    4.8505954    -0.2221473    -0.0214745    8.9988694     5.5852076e+04
5.9191163    -1.3449184    2.9917999    +0.3220702    -0.4490926    3.0978319     5.5931680e+04
3.0557929    +0.0555191    1.4091971    +0.3236268    +0.0058539    9.4841603     5.6058351e+04
1.9373288    -0.2393582    2.8294849    +0.0891356    -0.0358018    6.6870821     5.6090145e+04
4.5443657    +0.1402917    4.1442422    -0.5640661    +0.0195784    7.1660795     5.6109001e+04
2.4446898    +0.0807081    0.2474410    +0.0550272    +0.0074133    10.8870077    5.6437225e+04
3.4469912    +0.2149571    1.5803380    +0.3865992    +0.0235093    9.1443334     5.6512275e+04
1.9755790    +0.2985470    0.4851955    +0.0896703    +0.0290083    10.2932332    5.6635507e+04
0.3423359    +0.3096608    2.3889733    +0.0283562    +0.0375014    8.2592537     5.6745487e+04
5.2999437    +0.0103430    1.4222730    +0.5139582    +0.0009701    10.6617154    5.6811520e+04
1.5929784    -0.1005134    1.7103617    +0.1882975    -0.0119265    8.4279548     5.6911461e+04
1.8518145    +0.3583688    3.7534853    -0.1511421    +0.0506831    7.0737974     5.6955163e+04
5.6630470    +0.2079084    4.0300592    -0.7282165    +0.0314725    6.6071211     5.6991403e+04
3.7728351    -0.4629234    1.5518938    +0.4145835    -0.0493929    9.3760805     5.7052276e+04
7.0966948    +0.3535061    0.0594314    +0.0270413    +0.0226715    15.5938724    5.7074362e+04
4.2331665    +0.1833457    3.7713058    -0.4563092    +0.0323955    5.6606008     5.7136762e+04
4.9826989    -0.3688558    0.0051791    +0.0019140    -0.0273510    13.4877013    5.7302155e+04
8.1750937    -0.0299096    1.5969252    +0.7784649    -0.0025699    11.6383917    5.7315503e+04
6.4261195    +1.0867236    5.5116372    -0.3294058    +0.0782968    13.8937257    5.7362173e+04
7.0790522    +0.8029384    3.6545196    -0.9796111    +0.1896014    4.2603556     5.7397328e+04
2.3850408    +0.5601265    1.1895126    +0.2315894    +0.0580091    9.6612480     5.7415780e+04
6.6762689    +0.6512709    3.1922973    -0.1826127    +0.3362532    1.9738327     5.7417060e+04
7.4870037    +0.4596262    2.0258663    +0.9117318    +0.0539790    8.5190449     5.7417847e+04
10.0079025   +0.0074150    6.0075471    -0.1491188    +0.0004044    18.3335820    5.7418367e+04
0.9098135    -0.3719491    5.0707154    -0.0963129    -0.0419554    8.8679445     5.7557021e+04
10.3194382   -0.3306519    4.0222372    -1.3328518    -0.0403579    8.1952179     5.7601076e+04
1.3602890    -1.3451886    0.9580657    +0.1193173    -0.1429084    9.4450588     5.7715744e+04
0.9704370    +0.0386287    4.2931005    -0.1089298    +0.0047378    8.1533404     5.7731834e+04
4.0080159    +0.8370949    4.4180322    -0.4816941    +0.1007650    8.3214741     5.7735177e+04
1.5694760    -0.3311617    2.7780265    +0.0791902    -0.0469041    7.0629916     5.7821737e+04
8.3183260    +0.0175410    1.1220861    +0.5542550    +0.0012318    14.2404256    5.7849950e+04
12.0879201   -0.3236474    5.2104455    -0.6396079    -0.0181891    17.7944170    5.7911510e+04
4.8286938    +0.4791493    4.3933038    -0.5808450    +0.0572822    8.3692940     5.7945514e+04
11.4509933   -0.5465542    5.8097997    -0.2723562    -0.0281552    19.4147705    5.8000787e+04
0.3815923    -0.4641425    6.2709568    -0.0005254    -0.0522116    8.8936845     5.8066468e+04
2.2445954    +1.0400456    3.4601744    -0.1099526    +0.1609248    6.4909072     5.8082973e+04
7.4931331    -0.7541817    5.1141748    -0.5428758    -0.0564347    13.3708885    5.8089029e+04
1.6167880    +0.2373334    5.6635910    -0.0953551    +0.0240631    9.8639029     5.8212884e+04
0.8552923    -0.0679994    0.6726148    +0.0580518    -0.0074036    9.1847288     5.8358257e+04
1.9864039    -0.2988168    0.3052054    +0.0573603    -0.0286921    10.4160136    5.8433644e+04
7.6404405    +0.0475040    3.6199630    -1.1165974    +0.0121364    3.9142624     5.8464357e+04
4.5747023    +0.3961068    3.9526114    -0.5550161    +0.0628522    6.3063430     5.8517092e+04
5.6921220    -0.4248489    2.4696766    +0.7193540    -0.0788402    5.3943194     5.8709542e+04
3.6827876    +0.3692438    2.2798273    +0.4295449    +0.0549581    6.7220295     5.8718357e+04
4.5114572    +0.0483845    2.5604502    +0.4824330    +0.0090632    5.3386642     5.8803803e+04
3.3596038    -0.9816033    1.1833246    +0.3082475    -0.0954504    10.2995465    5.8841027e+04
12.1930357   +1.6265403    1.9269302    +1.2148381    +0.1326247    12.3002573    5.8889526e+04
1.3942489    -0.4169826    5.2453457    -0.1296795    -0.0448725    9.2957241     5.8909218e+04
1.0018284    +1.1425137    5.2168371    -0.0973121    +0.1258980    9.0989304     5.8915662e+04
3.8340701    +0.4062856    4.2041813    -0.4675428    +0.0546135    7.4429945     5.8984000e+04
8.3686220    +0.0137420    2.9930160    +1.3922416    +0.0109161    1.2589012     5.9000206e+04
8.7258533    +0.6072589    4.0819235    -1.1264260    +0.0776326    7.8300737     5.9022864e+04
2.2116845    -0.3147676    5.0979108    -0.2161803    -0.0329340    9.5592531     5.9042205e+04
4.8456196    +0.1857895    2.3255468    +0.5981261    +0.0296300    6.2712436     5.9125049e+04
1.3413380    +1.8444007    3.8277709    -0.1133983    +0.2408115    7.7336364     5.9134191e+04
8.4379277    +0.2015091    0.8180013    +0.4074122    +0.0129657    15.5421917    5.9189902e+04
4.4767530    -0.3348445    4.1251723    -0.5543520    -0.0472595    7.0878676     5.9219090e+04
0.2398802    +0.7770678    0.4068638    +0.0108854    +0.0888703    8.7553664     5.9249144e+04
1.0545053    -0.7556819    1.3800748    +0.1184540    -0.0860394    8.7938236     5.9298528e+04
0.9302157    +0.5120843    2.6779689    +0.0541965    +0.0665855    7.6963101     5.9473883e+04
2.8979502    -0.1178399    2.3937397    +0.2998090    -0.0176573    6.6740706     5.9579446e+04
6.9701035    +0.5382031    4.9353706    -0.5950911    +0.0443558    12.1377544    5.9682364e+04
4.3742901    +0.0388184    2.8794546    +0.2591916    +0.0087765    4.4230496     5.9825101e+04
4.5550813    -0.5936253    1.0559732    +0.3535447    -0.0517938    11.4664448    5.9827887e+04
2.4422505    +0.0026523    5.5336931    -0.1603395    +0.0002545    10.4214878    5.9900747e+04
6.1834808    -0.3747697    6.1139295    -0.0712455    -0.0256070    14.6370403    5.9950716e+04
9.3864058    -0.0383732    4.9850901    -0.6866293    -0.0026911    14.2595011    6.0017184e+04
9.8243861    -0.1229898    0.3333417    +0.1788291    -0.0068055    18.0722107    6.0094866e+04
0.7403134    +1.3257875    5.7299730    -0.0425791    +0.1440771    9.2338449     6.0178397e+04
9.9407864    -1.0717111    5.0134948    -0.6923298    -0.0719360    14.9109773    6.0312800e+04
12.4111174   -0.4987600    3.6785041    -1.8994423    -0.0742269    6.7255728     6.0403648e+04
1.4351952    +0.8254995    4.7399657    -0.1664458    +0.0950443    8.6985042     6.0420698e+04
0.6223180    -0.1257332    1.5177278    +0.0726996    -0.0146949    8.5565331     6.0491414e+04
4.9770650    -0.2245665    4.5050568    -0.5774482    -0.0251643    8.9249436     6.0497391e+04
2.3292141    -0.1784521    1.6371676    +0.2716014    -0.0205962    8.6649254     6.0504881e+04
4.1897708    -0.2313467    5.2400276    -0.3288125    -0.0206344    11.2124775    6.0630253e+04
10.8530366   -0.3906636    3.7270822    -1.6614808    -0.0647797    6.0348721     6.0724742e+04
5.3968071    -0.0464092    4.7532330    -0.5538086    -0.0045264    10.2529946    6.0754210e+04
3.5797691    -0.1073005    2.2547030    +0.4185159    -0.0157147    6.8283099     6.0950535e+04
4.7912795    -0.2611088    3.3928704    -0.2994147    -0.0645590    4.0473121     6.0998186e+04
1.5674603    -0.0019372    3.5969562    -0.0968933    -0.0002719    7.1256853     6.1044959e+04
1.9727025    +2.6291329    6.2331947    -0.0094146    +0.2460083    10.7957372    6.1051741e+04
12.2346324   -0.3140788    4.2373781    -1.3099235    -0.0278833    11.2655057    6.1077967e+04
9.3231828    +0.3247794    2.4167255    +1.3295696    +0.0509742    6.3742063     6.1089111e+04
2.7843273    +1.4049737    0.8548250    +0.2006664    +0.1325308    10.6322078    6.1108470e+04
1.7875806    -0.0374519    6.0261288    -0.0444006    -0.0036578    10.2390046    6.1138368e+04
11.0767035   +1.3929793    3.8908952    -1.5191454    +0.1823371    7.6820798     6.1173838e+04
0.7451892    -0.4113681    2.9230101    +0.0207870    -0.0528651    7.7850976     6.1241916e+04
3.0575098    -0.1978554    2.8190523    +0.1713622    -0.0347988    5.6868414     6.1328751e+04
4.7598508    +0.1614860    2.0465567    +0.5899680    +0.0212294    7.6072914     6.1369798e+04
9.5877054    +0.3567412    2.3661675    +1.3292845    +0.0515647    6.9213922     6.1398024e+04
4.8306955    -0.0221529    1.8810485    +0.5797386    -0.0026381    8.3972861     6.1434400e+04
7.5144914    +1.0312574    3.1759175    -0.2548410    +0.7894308    1.4525724     6.1439739e+04
8.3053186    -1.8472470    0.6230939    +0.3078164    -0.1149695    16.1027362    6.1473788e+04
12.8808027   +1.0567510    3.7302715    -1.8708215    +0.1402247    7.5608797     6.1521671e+04
6.8457717    +0.2235280    0.5407093    +0.2404887    +0.0151072    14.7966419    6.1563288e+04
0.7615733    -0.5568016    3.6366604    -0.0461770    -0.0709176    7.8579710     6.1589147e+04
6.6032458    +0.7534547    0.6356708    +0.2765425    +0.0524245    14.3787806    6.1589248e+04
16.5149087   +0.2899636    2.7441245    +2.3817068    +0.0312347    9.2848939     6.1687427e+04
10.8024049   -0.0867044    0.6618197    +0.3718649    -0.0047456    18.2707201    6.1720557e+04
3.3841532    -0.6418122    3.7888370    -0.3382878    -0.1040037    6.1821892     6.1812308e+04
1.1863406    +0.3255013    2.8901404    +0.0401329    +0.0442156    7.3640885     6.1870597e+04
2.7568098    -0.4287817    4.6842189    -0.3162122    -0.0483482    8.8720807     6.1954287e+04
0.7062731    -0.7039444    0.7552193    +0.0536538    -0.0778225    9.0546480     6.2182452e+04
0.7074493    -0.8365888    4.9661663    -0.0787514    -0.0958146    8.7447011     6.2253933e+04
1.9769501    +0.2577452    4.8326779    -0.2209644    +0.0287745    8.9586667     6.2314204e+04
2.9292116    -0.5334880    1.2265205    +0.2828033    -0.0539380    9.8955541     6.2327589e+04
2.4039902    +0.8455810    0.9568990    +0.1962354    +0.0837054    10.1136740    6.2349715e+04
5.8370059    +0.0037199    5.6479046    -0.2566490    +0.0002726    13.6451700    6.2499957e+04
8.7702499    -0.3080966    5.6178372    -0.3380807    -0.0188721    16.3265103    6.2574968e+04
2.0000585    -0.2251856    5.0093667    -0.2074768    -0.0242495    9.2871260     6.2594285e+04
0.9833589    -0.4168181    0.0963733    +0.0099823    -0.0439432    9.4884277     6.2611377e+04
6.3433060    -1.3361981    4.4654787    -0.7245059    -0.1429934    9.3763963     6.2613289e+04
10.6251164   +0.5998395    0.3916233    +0.2178484    +0.0319564    18.7737780    6.2668383e+04
14.2033920   -0.1407900    1.9142677    +1.2997137    -0.0101425    13.8814058    6.2681714e+04
6.9568428    -1.3125187    0.6850186    +0.3069264    -0.0898519    14.6272577    6.2882740e+04
7.2457913    -0.2854094    2.2267527    +0.9529482    -0.0404940    7.0501257     6.3076878e+04
1.2750455    -0.6313543    3.6761690    -0.0875267    -0.0847554    7.4580615     6.3325086e+04
6.8103759    +0.1482285    2.5970574    +0.9221117    +0.0334691    4.4296450     6.3421154e+04
2.6863253    -0.8323936    0.2110687    +0.0505378    -0.0745763    11.1719864    6.3433084e+04
0.9287022    +0.4970551    3.5813721    -0.0515734    +0.0647157    7.6859551     6.3483399e+04
6.5119310    -0.4165423    3.6146118    -0.8318533    -0.1034158    4.0350264     6.3543311e+04
6.3225910    -0.0741555    6.0684033    -0.0915559    -0.0050312    14.7392344    6.3568594e+04
5.4293951    -1.1551702    4.6758878    -0.5788748    -0.1159536    9.9847108     6.3675759e+04
3.7389747    +0.2337032    0.1808463    +0.0551665    +0.0191591    12.1987922    6.3758245e+04
1.2023116    -0.5969061    2.2302007    +0.1217960    -0.0761699    7.8440929     6.3770291e+04
1.2362744    -0.5157267    4.2725840    -0.1393806    -0.0639643    8.0682234     6.3780162e+04
5.6570283    +1.0517686    5.3705015    -0.3580782    +0.0821773    12.8131889    6.3802747e+04
3.0432787    +0.6002897    0.8430427    +0.2126467    +0.0556957    10.7836077    6.3922266e+04
4.3307540    +0.8159415    1.9657633    +0.5292797    +0.1027009    7.9588173     6.3996155e+04
3.1938814    -0.4391813    6.2214388    -0.0168609    -0.0375531    11.6977036    6.4110139e+04
3.5457169    -0.1378589    2.7674849    +0.2442315    -0.0257212    5.3603222     6.4128157e+04
18.8307977   +0.1254017    2.1998710    +1.7386471    +0.0081201    15.4436064    6.4141709e+04
0.6877120    +0.0782199    0.1631954    +0.0121727    +0.0085212    9.1795878     6.4203281e+04
0.7076003    -0.3096442    1.8967419    +0.0808472    -0.0372868    8.3063090     6.4478776e+04
2.4691367    -0.0609460    2.1709694    +0.2792741    -0.0082448    7.3921110     6.4952009e+04
3.6926037    +0.2110553    3.4936053    -0.2477268    +0.0406251    5.1966218     6.4955778e+04
2.4300340    +0.0392388    4.0482057    -0.2667569    +0.0054056    7.2589319     6.4988507e+04
3.6328852    -0.2449794    2.3415653    +0.4116645    -0.0375953    6.5177557     6.5006079e+04
14.5799285   +0.2720566    0.3229198    +0.2043404    +0.0119314    22.8023247    6.5012819e+04
14.0360258   -0.0918781    0.5956728    +0.3731011    -0.0042526    21.6052070    6.5132711e+04
3.4053625    +0.3692629    2.4607230    +0.3510116    +0.0591639    6.2449928     6.5277567e+04
0.8905597    +1.2270037    0.5677688    +0.0517222    +0.1316931    9.3441320     6.5327399e+04
3.8578227    -0.5086265    2.7010991    +0.3172127    -0.0961513    5.2980163     6.5333837e+04
1.9355412    -0.3042929    6.0776677    -0.0379808    -0.0292441    10.4067604    6.5357237e+04
3.9065079    +0.7368597    1.9577555    +0.4755063    +0.0929753    7.9367567     6.5504473e+04
4.5123032    +0.1346131    0.2709542    +0.0937277    +0.0104313    12.9050182    6.5528154e+04
2.1253942    +0.8827489    3.1473730    -0.0019272    +0.1376028    6.4354835     6.5697808e+04
4.9788869    -1.1149233    3.2397603    -0.1367904    -0.3020288    3.7481732     6.5724193e+04
5.8801930    -2.9637408    3.5562090    -0.6496808    -0.6478865    4.9109006     6.5826217e+04
19.1873403   +1.3445039    2.7890570    +2.5329981    +0.1155100    11.6656429    6.5925971e+04
2.5710534    -0.0566783    0.6814141    +0.1530755    -0.0053363    10.6212384    6.5952711e+04
4.0198492    -0.3039763    5.7227803    -0.1775862    -0.0251267    12.0990135    6.6018499e+04
7.6761627    -0.4198616    3.2423851    -0.7301666    -0.3478285    1.2317819     6.6021031e+04
5.3125206    -0.0831789    5.2931327    -0.3710824    -0.0067909    12.2486557    6.6133376e+04
6.4014902    -0.6251150    5.6164756    -0.2846287    -0.0443120    14.1117466    6.6162413e+04
2.4359063    -0.3263478    5.7762317    -0.1108071    -0.0305042    10.7001058    6.6170060e+04
1.0075395    +0.0121604    5.0362324    -0.1078677    +0.0013706    8.8721860     6.6194100e+04
3.0542084    -0.0790967    1.4475708    +0.3290924    -0.0084335    9.3790364     6.6266976e+04
5.3261513    +0.1031284    2.8345643    +0.4395846    +0.0272576    3.7839380     6.6275718e+04
1.2293306    +0.2040906    5.7283866    -0.0677413    +0.0213298    9.5690579     6.6335207e+04
0.5093242    +0.5012880    5.2434543    -0.0501038    +0.0571041    8.7832695     6.6491578e+04
7.4469588    +0.8301735    5.6948458    -0.2741668    +0.0543307    15.2875398    6.6501978e+04
2.0281607    -0.0492957    3.3392339    -0.0610856    -0.0075565    6.5236761     6.6619962e+04
2.6457441    +0.0640612    0.1790253    +0.0424054    +0.0057642    11.1136344    6.6768867e+04
4.1244144    +0.0777880    4.9841793    -0.3921278    +0.0074821    10.3966188    6.6791789e+04
4.2378137    +0.3704216    5.0951538    -0.3717586    +0.0342152    10.8283569    6.6897830e+04
1.0319212    +0.1497718    4.4169323    -0.1198213    +0.0181330    8.2601016     6.6997235e+04
1.5497928    -0.2180389    4.7786270    -0.1778598    -0.0249407    8.7431838     6.7031213e+04
1.5694961    +0.4413358    1.1747864    +0.1577087    +0.0478316    9.2303952     6.7087345e+04
4.7149670    +0.3705578    2.1104778    +0.5872508    +0.0507166    7.3095723     6.7116495e+04
2.1726923    -0.7988545    0.4193594    +0.0841797    -0.0757792    10.5519687    6.7279960e+04
4.5700533    +0.0991473    4.9759062    -0.4272745    +0.0093114    10.6480977    6.7392479e+04
13.9052370   -0.0384388    0.3444462    +0.2141628    -0.0017398    22.0932399    6.7480100e+04
6.1903279    +0.8216579    2.9666052    +0.4214061    +0.3023014    2.7598528     6.7484121e+04
4.7620894    +0.4015710    1.2100027    +0.4125144    +0.0361185    11.1205853    6.7564669e+04
5.3881839    +0.0440557    1.6085528    +0.5756587    +0.0044543    9.8907445     6.7598238e+04
5.3946490    +0.0448177    3.4795664    -0.4830346    +0.0116370    3.8514068     6.7661526e+04
2.6262251    +0.7465952    0.4828419    +0.1121591    +0.0684229    10.9199970    6.7729643e+04
11.9461841   -0.3620784    0.6140062    +0.3603868    -0.0185489    19.5213556    6.7743055e+04
9.5669585    -0.0891738    0.5323261    +0.2822621    -0.0051152    17.4332582    6.7761927e+04
4.2331665    +0.1833457    3.7713058    -0.4563092    +0.0323955    5.6606008     6.7860155e+04
3.3393120    +1.1576022    5.0966158    -0.3074026    +0.1126637    10.2966119    6.7920028e+04
3.8113307    -0.1561084    3.4883855    -0.2576733    -0.0306998    5.0857890     6.7950201e+04
0.0910502    +0.0174998    1.9441450    +0.0100126    +0.0020668    8.4672333     6.7956851e+04
1.6408784    -0.0683608    3.5913553    -0.1012397    -0.0096847    7.0587793     6.8086711e+04
1.8738501    +0.5265946    0.3852226    +0.0686777    +0.0512765    10.2742170    6.8225405e+04
3.5376877    +0.4630402    0.1164048    +0.0341870    +0.0385010    12.0296856    6.8235220e+04
5.5486217    +0.9211493    4.6307463    -0.6020751    +0.0940586    9.8078129     6.8359425e+04
1.3255100    +0.0043844    2.9479921    +0.0354082    +0.0006086    7.2037700     6.8361908e+04
6.2120683    +0.2659975    3.4743886    -0.6574305    +0.0799255    3.3316153     6.8410279e+04
